Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Manhattan,Inwood Hill Park,Inwood Greenmarket,Seaman Ave and Isham St (N corner),GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,112,10,1029700,,,40.870106,-73.920792,34,217,POINT (-73.920792 40.870106),,,71,13,MN12,MN124,MN,31
Bronx,Bedford Park,NW Bainbridge Avenue & East Mosholu Parkway S,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,2041500,,,40.87214621,-73.88263956,52,333,POINT (-73.88263956 40.87214621),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=233,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363925,78,13,BX07,BX072,BX,33
Queens,Springfield Gardens (South)-Brookville,Garden of Resilience,"179-18 145th Dr, Jamaica, NY 11434",Volunteers at Garden of Resilience,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",http://www.laurelton.nyc/resilience,413,31,4032000,,,40.66392,-73.76626,105,449,POINT (-73.76626 40.66392),,,31,5,QE13,QE138,QE,10
Brooklyn,Brighton Beach,Brighton Beach Avenue at Coney Island Avenue,"South of Brighton Beach Avenue, between Coney Island Avenue and Brighton 11th Street",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,313,48,3061002,,,40.5780034,-73.9591672,60,428,POINT (-73.9591672 40.5780034),,,45,8,BKS13,BKS132,BKS,23
Brooklyn,Crown Heights (North),NW Albany Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3031100,,,40.67568845,-73.93871281,77,74,POINT (-73.93871281 40.67568845),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=121,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363813,56,9,BKN08,BKN082,BKN,20
Queens,Astoria (Central),NW 31st Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4006100,,,40.76208812,-73.92557334,114,296,POINT (-73.92557334 40.76208812),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=6,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363698,36,14,QW01,QW013,QW,59
Staten Island,West New Brighton-Silver Lake-Grymes Hill,SW Campbell Avenue & Henderson Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5010500,,,40.63714951,-74.11651209,120,460,POINT (-74.11651209 40.63714951),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=161,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363853,61,11,SI01,SI013,SI,23
Manhattan,Chelsea-Hudson Yards,Hudson River Park's 14th Street Park at 10th Ave.,14th Street Park at southwest corner of 15th St. and 10th Ave,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,1009901,,,40.742827,-74.0078384,10,57,POINT (-74.0078384 40.742827),,,66,10,MN04,MN041,MN,47
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Vinegar Hill Community Garden,"199 York St, Brooklyn, NY 11201",Members of Vinegar Hill Community Garden,Year Round,Sundays (Start Time: 12:30 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://groundcycle.org/,302,33,3002100,,,40.701501,-73.98263,84,206,POINT (-73.98263 40.701501),,,52,10,BKN02,BKN021,BKN,26
Brooklyn,Prospect Heights,NE Flatbush Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3016100,,,40.67867868,-73.97343334,78,106,POINT (-73.97343334 40.67867868),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=143,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363835,44,10,BKN08,BKN081,BKN,25
Manhattan,Morningside Heights,Columbia Sunday Greenmarket,Broadway between 114th St. and 115th St.,GrowNYC,Year Round,Sundays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,109,7,1020300,,,40.807138,-73.96437,26,174,POINT (-73.96437 40.807138),,,69,13,MN09,MN091,MN,30
Bronx,Tremont,SW Bathgate Avenue & East 182 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2039500,,,40.85323679,-73.89310654,48,269,POINT (-73.89310654 40.85323679),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=226,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363918,86,15,BX06,BX061,BX,32
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3026700,,,40.68457611,-73.94418888,79,153,POINT (-73.94418888 40.68457611),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=36,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363728,56,8,BKN03,BKN033,BKN,25
Brooklyn,Bushwick (West),NW Central Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3042300,,,40.69877411,-73.92600182,83,372,POINT (-73.92600182 40.69877411),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=63,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363755,53,7,BKN04,BKN041,BKN,18
Brooklyn,East New York (North),East New York Farms: Ashford Learning Garden,"341 Ashford St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,37,3115000,,,40.674065,-73.885109,75,240,POINT (-73.885109 40.674065),,,54,8,BKN05,BKN051,BKN,19
Brooklyn,East New York-New Lots,East New York Farms: UCC Youth Farm,613 New Lots Avenue,East New York Farms,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://ucceny.org/enyf/,305,42,3112400,,,40.66547,-73.88668,75,237,POINT (-73.88668 40.66547),,,60,8,BKN05,BKN054,BKN,19
Staten Island,Grasmere-Arrochar-South Beach-Dongan Hills,South Beach,"21 Robin Road, Staten Island NY",Snug Harbor Youth,Year Round,Friday (Start Time: 1:30 PM - End Time:  4:30 PM),,snug-harbor.org,502,50,5007400,,,40.595579,-74.062991,122,475,POINT (-74.062991 40.595579),,,64,11,SI02,SI021,SI,23
Manhattan,East Harlem (North),NE East 127th Street & Lexington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,9,1024200,,,40.80556262,-73.93639237,25,185,POINT (-73.93639237 40.80556262),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=195,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363887,68,13,MN11,MN113,MN,30
Bronx,Pelham Bay-Country Club-City Island,NW Parkview Avenue & Middletown Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,2026602,,,40.84505235,-73.82693077,45,353,POINT (-73.82693077 40.84505235),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=20,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363712,82,14,BX10,BX101,BX,34
Bronx,Soundview-Clason Point,NE White Plains Road & Randall Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,2001600,,,40.81799952,-73.85720618,43,343,POINT (-73.85720618 40.81799952),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=13,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363705,87,14,BX09,BX094,BX,34
Brooklyn,Bedford-Stuyvesant (East),NW Malcolm X Boulevard & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3029300,,,40.68640156,-73.92984342,81,138,POINT (-73.92984342 40.68640156),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=51,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363743,56,8,BKN03,BKN034,BKN,25
Manhattan,Washington Heights (South),Morris-Jumel Community Garden,457 West 162nd Street,Morris-Jumel Community Garden compost volunteers,Year Round,Saturdays and Sundays (Start Time: 12 PM - End Time:  5 PM),"Not accepted: meat, bones, or dairy. Please bring your food scraps to the ?Compost Here? bin at the back of the garden Sat-Sun 12-5 and whenever the garden gate is open. We will have brown bins out on the sidewalk on other days and times when we have cap",,112,10,1024301,,,40.8359312,-73.9391906,33,211,POINT (-73.9391906 40.8359312),,,72,13,MN12,MN121,MN,31
Brooklyn,Windsor Terrace-South Slope,Prospect Farm,"1194 Prospect Ave, Brooklyn, NY 11218",Prospect Farm,Year Round,Wednesdays and Saturdays (Start Time: Wednesdays at 5 PM; Saturdays at 11:00:00 AM - End Time:  Wednesdays at 6 PM; Saturdays at 12:00:00 PM),"Not accepted: meat, bones, or dairy",https://prospectfarm.org/composting/,307,39,3050202,,,40.654139,-73.976444,72,121,POINT (-73.976444 40.654139),,,44,10,BKS07,BKS071,BKS,20
Brooklyn,Bushwick (East),NW Central Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3041500,,,40.69271648,-73.9155288,83,400,POINT (-73.9155288 40.69271648),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=68,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363760,54,7,BKN04,BKN042,BKN,18
Queens,Astoria (East)-Woodside (North),Astoria Pug: Steinway,"38-12 30th Ave, Queens, NY 11103",Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,4015500,,,40.764056,-73.915722,114,284,POINT (-73.915722 40.764056),,,36,14,QW01,QW014,QW,12
Manhattan,Harlem (South),SE West 118 Street & Lenox Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1019000,,,40.80317005,-73.94863548,28,42,POINT (-73.94863548 40.80317005),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=176,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363868,70,13,MN10,MN101,MN,30
Manhattan,Financial District-Battery Park City,Battery Park City Authority Headquarters,75 Battery Place,Battery Park City Authority,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://bpca.ny.gov/nature-and-sustainability/sustainability/,101,1,1031704,1000167517,1087842,40.7067584,-74.0171557,1,5,POINT (-74.0171557 40.7067584),,,61,10,MN01,MN011,MN,27
Brooklyn,Crown Heights (North),Walt L Shamel Community Garden,"1097 Dean St, Brooklyn, NY 11216",Volunteers at Walt L Shamel Community Garden,End of March - January 30,Saturdays and Sundays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/WaltLShamelCommunityGarden/,308,35,3022100,,,40.67744,-73.953657,77,79,POINT (-73.953657 40.67744),,,57,9,BKN08,BKN081,BKN,20
Brooklyn,Bushwick (East),NE Bushwick Avenue & Vanderveer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3040500,,,40.68161005,-73.9039715,83,385,POINT (-73.9039715 40.68161005),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=72,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363764,54,7,BKN04,BKN043,BKN,18
Manhattan,East Harlem (South),SE East 112th Street & Park Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1017200,,,40.79670761,-73.94496605,23,196,POINT (-73.94496605 40.79670761),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=189,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363881,68,13,MN11,MN112,MN,29
Manhattan,Hell's Kitchen,Hudson River Park Pier 96 Boathouse at W 55 St,Park Pier 96 Boathouse at W 55 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,1013502,,,40.771,-73.995372,18,64,POINT (-73.995372 40.771),,,67,12,MN04,MN043,MN,47
Brooklyn,Crown Heights (North),NE Franklin Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3030500,,,40.67509191,-73.95637851,77,84,POINT (-73.95637851 40.67509191),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=115,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363807,57,9,BKN08,BKN081,BKN,25
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Zero Waste Stations,Several locations throughout Governors Island,NYC Compost Project Hosted by Earth Matter NY,Year Round,Whenever the Island is open to the public  (check ferry schedule) (Start Time: Check ferry schedule - End Time:  Check ferry schedule),,,101,1,1000500,,,40.691403,-74.019696,1,15,POINT (-74.019696 40.691403),,,61,10,MN01,,MN,26
Brooklyn,Bedford-Stuyvesant (East),NW Lewis Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3028300,,,40.69466118,-73.93744513,81,147,POINT (-73.93744513 40.69466118),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=31,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363723,56,8,BKN03,BKN031,BKN,25
Manhattan,West Village,Hudson River Park Pier 46 at Charles St,Pier 46 at Charles St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,1007500,,,40.734225,-74.010722,6,52,POINT (-74.010722 40.734225),,,66,10,MN02,MN022,MN,27
Manhattan,Upper West Side-Manhattan Valley,97th Street Greenmarket,W 97th St and Amsterdam Ave,GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,107,7,1018500,,,40.794717,-73.969552,24,20,POINT (-73.969552 40.794717),,,69,12,MN07,MN074,MN,47
Bronx,Soundview-Bruckner-Bronx River,SW Beach Avenue & East 172nd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,2007600,,,40.83292727,-73.86668779,43,348,POINT (-73.86668779 40.83292727),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=241,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363933,87,14,BX09,BX092,BX,34
Brooklyn,Gravesend (South),Avenue X at West Street,"SW corner of Avenue X and West Street, in front of Rite Aide, across from P.S.216",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,315,47,3037402,,,40.590444,-73.970333,61,432,POINT (-73.970333 40.590444),,,45,8,BKS15,BKS155,BKS,23
Staten Island,West New Brighton-Silver Lake-Grymes Hill,Grymes Hill Wagner College,"1 Campus Rd, Staten Island, NY 10301",Wagner College,September-June,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",wagner.edu,501,49,5004700,,,40.613444,-74.095028,120,464,POINT (-74.095028 40.613444),,,63,11,SI01,SI011,SI,24
